Unnamed: 0,X1,age,gender,height,weight,steps,hear_rate,calories,distance,entropy_heart,entropy_setps,resting_heart,corr_heart_steps,norm_heart,intensity_karvonen,sd_norm_heart,steps_times_distance,device,activity
23,24,25,0,158.7321496463972,56.46281365856317,1.0,87.35206764883948,0.2461683310673351,0.033468976586707874,6.174232060452944,6.1533839058610305,89.11336642202669,0.609426017212477,2.2649883906192994,0.04866782479523741,5.323586697939488,0.033468976586707874,apple watch,Lying
24,25,31,0,166.95768469055483,60.79355683947924,115.40710624606054,99.7831727196335,2.188644768986915,0.2511027966927601,6.144837809849423,5.63801543738325,59.43368560458581,-0.3689813961392041,40.6119413867017,0.26598786217010884,3.282618592068151,28.9790471366043,apple watch,Lying
25,26,30,1,183.57563518923791,73.31317938504723,154.30439928948635,78.98548498879957,1.5709765756937997,0.02450134088930357,5.880515747410782,5.934500045757991,66.11784664075037,-0.5044513979717045,12.421484822886715,0.06335909699592976,8.607318645915992,3.780664687710917,apple watch,Lying
26,27,49,0,153.08171443051768,51.242184335329654,39.34613288033088,97.39938924173494,1.498163587975049,0.00044,6.127583957175342,5.723642199762785,53.05579041442759,-0.8284433219852239,44.559433237456396,0.30113380356605346,7.556633763149527,0.017312298467345586,apple watch,Lying
27,28,36,0,173.22168853032412,86.60075524774967,252.8273659629813,72.79423328848611,2.7391117078401224,0.1399153471948461,6.319592141460963,6.0879053109363985,83.89837849266634,-0.17906537207630674,2.7627549941163747,-0.02715002803268661,15.585154134560307,35.37442868906895,apple watch,Lying
28,29,37,1,184.27523016890333,115.0,32.98206007680061,74.82929499423102,0.0562692307692308,0.00044,5.83621462445244,5.886167249369735,62.488840846230445,1.0,25.454556872731192,0.19169631725955855,48.994088587811234,0.014512106433792268,apple watch,Lying
29,30,24,0,171.33927689857657,43.0,524.9388548937193,85.57992075172056,0.12161466712025633,0.021635518371232936,6.1082168623615045,6.177877323204748,77.71875180317853,0.031138391878704486,5.020553424569368,0.07356676071852153,7.997846535747954,11.357324238827044,apple watch,Lying
30,31,18,1,181.79701155150153,70.22286407997679,204.983117231567,130.79554160539274,10.31963342634689,0.07338793723106214,6.239775463502996,6.171155084287838,58.55353905946659,0.6578683172039617,75.78051220847199,0.49798925479521505,10.028769984766448,15.043288140817692,apple watch,Lying
31,32,32,1,178.48376152194825,79.35165124253245,37.238262547273656,71.15274858950552,11.715717659770016,0.0338877862380198,6.22202665040538,6.202759452931382,58.04320719183993,-1.0,14.390030402295146,0.06009548487770235,0.0,1.2619222810772683,apple watch,Lying
32,33,23,1,178.5912327243863,97.93634273772227,37.46493252193635,63.262691778747225,16.052037706972,0.0644965364913629,6.282577930945602,6.2107856366207255,55.65293716014903,-0.7503953137925574,5.764578734487705,0.08770190093757885,0.0,2.4163583875475165,apple watch,Lying
33,34,25,0,161.82329909082347,58.263425729874136,518.010004889478,118.22603347760531,0.6516646487810825,0.314954045452805,6.035159806849615,6.029355287629784,84.0923456821845,-0.9129033329396778,39.8992612618747,0.3162918001219939,10.569658398861678,163.14934662496836,apple watch,Lying
34,35,46,0,160.84175798645384,69.94234101845161,120.84393541386227,79.58747775543819,0.5763923248246913,0.06609027957505173,6.188821034822548,5.685473056120322,79.82952378576861,1.0,-8.355960456745315,0.0032152492794051517,38.38263150078862,7.986609476451652,apple watch,Lying
35,36,22,1,184.66271552534158,78.09001813179361,1.0,75.98201644684231,13.92406346187553,0.003990887864708235,6.211148663335478,6.1829094889732605,38.88450150937817,0.8168480854412754,31.276248726670016,0.2129831993877867,5.954115331583807,0.003990887864708235,apple watch,Lying
36,37,19,1,180.5131368281909,58.63106300785594,35.414462726963535,26.099807747702684,1.9897880173183542,0.00044,6.3224278816664015,6.307998836976422,28.699287257042975,-0.8963467734107075,-1.6911627935337117,-0.0006624399868649187,3.710964017816015,0.015582363599863956,apple watch,Lying
37,38,53,0,143.0,50.055366197458255,1.0,79.97788867374861,0.0562692307692308,0.00044,6.221029967940156,6.175741896792335,71.10030886687107,0.7142659154252478,15.318305999686336,0.1714581532096493,0.0,0.00044,apple watch,Lying
38,39,22,1,181.9257546519611,86.40700392015975,164.48330827173513,54.55804113380755,9.814303123058924,0.12833279659649915,5.110838950129352,6.096274580340091,49.78255924001576,1.0,14.193269599491845,0.029844606801373953,30.75839654277637,21.10860294395585,apple watch,Lying
39,40,18,1,182.5000323467622,84.76894383379356,13.17853776919345,76.6532307453384,0.0562692307692308,0.00044,6.185616906914747,5.9375373578199655,73.54958865580753,0.5520439084826768,3.9891143077322315,-0.0025324777142291064,9.496385788055909,0.005798556618445119,apple watch,Lying
40,41,22,0,169.60773663418337,59.804095917541375,116.77610539200307,59.081536890082944,17.89307164241104,0.15673467287330062,6.074241721840618,6.214802092467751,53.332389662231854,1.0,-3.5519607858743703,-0.02647508539276676,12.194741224982192,18.30286467803368,apple watch,Lying
41,42,37,1,181.03009126642547,111.15721742098503,208.19246833610535,65.3384161596469,0.0562692307692308,0.19327436038742277,5.951556828017605,5.818161888920007,53.786333170720894,0.4858763183800564,8.587579123743614,0.07005271656035413,10.590505548465336,40.23826615513953,apple watch,Lying
42,43,27,1,176.68719751627748,78.5950340332349,1.0,116.26398810188364,1.79313620382122,0.00044,6.265977398661336,6.195630309934486,55.546612012973085,0.9287720154965624,64.16344588212873,0.47620042275806346,11.46832251562229,0.00044,apple watch,Lying
43,44,35,0,160.34538999505656,76.07755900104871,1.0,76.68332815608328,0.0562692307692308,0.016622461685592782,6.254130097875097,6.215203513418621,66.6432862154433,1.0,11.353225686781109,0.11416261588451057,18.846487243181578,0.016622461685592782,apple watch,Lying
44,45,19,1,180.64731824631787,55.77978484543827,50.568040254327116,54.13888645138025,4.273755881995963,0.07966638059317567,6.324085337204806,5.689109291079652,53.43872764762596,0.5569676472902887,0.6216686675913186,0.016592236208512533,22.94831266965573,4.028572740752252,apple watch,Lying
45,46,31,0,170.57942918272664,70.03937785534545,103.49065429394247,89.97929368115607,0.0562692307692308,0.011464665173710373,6.197378178185534,5.627180107948877,67.27751767653982,0.5649549827860991,22.045544075463308,0.1668107218976269,1.3586428702123632,1.186485700088262,apple watch,Lying
46,47,23,1,178.66184282437305,79.80279883217982,103.26012260517594,55.43243126792686,18.425417174417564,0.00044,5.870362010630488,6.232126530596549,55.244490435814505,0.9168415190558401,-1.6949545790594627,0.04572558053026296,0.0,0.04543445394627742,apple watch,Lying
47,48,22,1,187.00958414669282,78.56633940771745,27.192600615036902,72.31407054657105,19.682964369403564,0.035928699045270726,6.280076719989413,6.173887702214651,43.93227523087166,0.8019680066126297,28.302280640600117,0.20450319868884284,4.179521343950142,0.9769947637559045,apple watch,Lying
48,49,19,0,172.20003404568712,64.26404774685132,13.161117998406684,79.09647584389006,2.7484465132152835,0.015315177778385059,5.9214232403231835,6.063841719277758,77.14177597874445,1.0,0.8041020224604672,-0.030023709317299675,1.4204054010658984,0.2015648619079017,apple watch,Lying
49,50,45,0,158.35579342012235,68.09189016167207,361.92155057979346,104.26292542148956,3.0444736921705955,0.21487224929046103,6.191884039031744,5.630506748523328,88.87016809035737,-0.03743383483096269,19.71465765651821,0.22742003660932286,4.296403697496412,77.76689763977159,apple watch,Lying
50,51,30,0,169.86861314848207,60.093234421220956,808.8129798719042,70.69664789933333,18.072241692008717,0.5130206936835221,6.095004112282112,6.114827368052572,70.2486272828399,-0.005503485661602026,-2.7204007647203903,-0.04721748917174361,14.809549595264063,414.9377959941209,apple watch,Lying
51,52,23,0,155.68681877322723,56.67705898798115,72.60012243857152,81.81647130383325,4.095249805808884,0.0010246985535263793,6.16068001382042,6.265313995072158,76.43898126902594,1.0,-3.5578355154072634,0.0011103360321298751,4.90323054809963,0.07439324044864228,apple watch,Lying
52,53,32,1,190.0537731995824,104.54622227151752,327.2105968339456,74.32125343481603,0.8125079410937444,0.09918935433390928,5.444242159576132,5.8353967920348095,62.81581808759191,-0.9843414625609892,3.686985044205778,0.021916618940062506,0.4050852285281965,32.455807831172166,apple watch,Lying
53,54,29,0,161.60769694329332,57.0823974154887,21.739506030569416,78.30767986271478,1.9928587386894026,0.00044,6.068246824026401,5.850822752001531,77.87684141820442,0.7464751559274089,3.0895613673637934,-0.012367285855745787,18.094801099001586,0.009565382653450543,apple watch,Lying
54,55,19,0,170.1089215691997,75.17117340126165,34.355813001469166,79.30942514262303,13.518243808039704,0.00044,5.987438392432122,6.003858862573376,72.91499777501154,0.5896810936689751,1.5318693149811833,0.01939854098163499,2.966007131274528,0.015116557720646434,apple watch,Lying
55,56,36,0,171.185578936369,84.15862167888372,55.08943079725351,74.02763954310983,0.0562692307692308,0.09652373850492532,6.344723754049244,6.072511619838516,79.4452078439247,-0.6386422971394775,2.308159644822388,-0.05133288345874873,17.590026619313697,5.317437812659278,apple watch,Lying
56,57,53,0,147.42502628125382,50.54112734884223,30.025510697782945,81.9980314026634,0.0562692307692308,0.00044,6.204321105274797,6.31133869105894,60.90643502401989,1.0,13.651576824592974,0.17461887566854115,0.019151923181361052,0.013211224707024497,apple watch,Lying
57,58,19,1,177.437139897548,64.57732859164139,128.8608257525183,70.74630571898474,0.36584900558496863,0.04101100091957118,6.283557224484913,5.760149248512297,55.50159734601848,0.23738308037341116,13.423276466301317,0.0888962293629446,24.819329641295333,5.28471144343323,apple watch,Lying
58,59,33,0,166.56610392959078,66.59626978790367,433.91708252451804,65.81028356078565,0.6502016303470759,0.2869204356467022,6.141747601399175,5.978416202489629,55.807630267507854,-0.9654425074484988,3.7647505577822513,0.022334122294521384,6.0467251577370735,124.49967835248076,apple watch,Lying
59,60,20,1,179.01870547601723,76.62623274699777,84.2628353718796,97.2002950181087,1.6514600826898858,0.00044,6.189258478474007,5.919355086769102,74.95570665975826,-0.24183074356394302,22.286222398641026,0.2003095243565116,14.198212412539656,0.03707564756362703,apple watch,Lying
60,61,24,0,164.0087403112421,44.24846730714707,1137.8530021822553,75.71986695047158,2.5975558920719783,0.00044,6.090468371873047,6.167173307316646,78.3756363367998,-0.21539370680647926,0.441663981748039,0.03215085264795789,15.483474774020374,0.5006553209601924,apple watch,Lying
61,62,36,1,173.4817490727108,80.76961580929691,7.011498500903793,75.13776365057413,0.0562692307692308,0.026657600635910175,5.9295327243456075,6.01236803971486,78.14846651677347,0.7611419664589415,14.251166101953483,0.08405741310192454,57.050834584122214,0.1869097268963762,apple watch,Lying
62,63,19,0,173.73521810082346,76.45217303013523,27.43607831335342,99.72518535538889,15.385514969075942,0.00044,5.9783507736325605,6.047435042654083,74.90541467407613,-1.0,8.062583906519183,0.152796540630181,3.6038851113252885,0.012071874457875505,apple watch,Lying
63,64,31,0,160.10523067618686,56.575110624403074,73.69191988050025,86.79293056834729,0.0562692307692308,0.06396240828447587,6.205757501319199,5.9516577344860675,83.73362774331733,-0.7052903145267846,9.197680913899754,0.06933523467027072,26.490467092004373,4.7135126666634415,apple watch,Lying
64,65,46,0,159.84830781619178,69.5382961752287,472.4992246486621,115.4404105481868,4.378790139051824,0.3569733800172627,6.101426533640652,5.695953022429021,77.17627398933179,0.5401817842656369,39.04992676558539,0.4255685509557874,2.600242935291482,168.66964527836885,apple watch,Lying
65,66,24,0,163.96777378614462,43.0,638.5141205157654,87.01967984892909,0.6533142767496218,0.014916416057056039,6.170074203048561,6.171232961108609,73.80115574138566,0.15069480281735192,7.4260258541747355,0.037672403399911736,5.202166994941017,9.524342279918377,apple watch,Lying
66,67,22,1,178.63143869371288,78.41122397347169,138.731124934742,79.44185336062792,4.220419080319785,0.031709653285782693,5.1184770738753596,6.050387946130607,47.78173640759445,0.8054731206737231,33.10620543358971,0.1527959545045546,40.24842820121375,4.399115871627272,apple watch,Lying
67,68,19,1,182.53960860852118,63.459516496044074,1.0,53.027918578618596,0.0562692307692308,0.03468705017302295,6.263087838599713,5.772834330951614,57.556734054269185,0.7263910570720764,-1.0097670009608684,-0.021693051180338197,18.35191715593174,0.03468705017302295,apple watch,Lying
68,69,22,0,167.43373919835042,65.21198802611103,267.73085305721463,68.51579028298227,0.3417254001650659,0.09907312933424925,6.105895115099818,6.172967448689617,54.6857665184121,0.6954473317165387,10.254764493488235,0.12047610464743586,12.727182648138939,26.524933431706305,apple watch,Lying
69,70,46,0,153.72396848291976,72.37254029401102,201.04864883277324,100.57733167078693,1.5935395426626737,0.12186559464292239,6.155545671309623,5.638846899131243,86.40047258249179,-1.0,24.36551443404698,0.24527976464674972,4.714286326873549,24.500913142161995,apple watch,Lying
70,71,18,1,179.6454698465497,65.02486008692662,170.36790539604385,125.96398753401324,10.827875211029264,0.011710925409715092,6.180844295189447,6.126079516647044,59.424943206272964,0.5414131592920484,74.93542991914182,0.38055080710056166,9.42519787346857,1.995165832302467,apple watch,Lying
71,72,33,0,160.97842123343523,60.08895314282553,113.4985625650028,63.14994970531272,5.378927024166398,0.12524566282287766,6.271345084033358,6.046738053144342,56.86635880848962,0.8702093027991402,4.906461380823119,0.08700392934100057,37.50959280350099,14.215202697897626,apple watch,Lying
72,73,31,0,165.47159580239915,62.46353595789191,684.4390631972859,77.69158849655827,5.126145389017697,0.05811314339115774,5.970557032702707,6.083913995820859,64.86226699570246,-0.6709235752616235,19.38589160872962,0.12326830514636108,10.491465126134507,39.774905422093546,apple watch,Lying
73,74,19,0,172.42158017876886,66.26507729699318,14.800284406727389,81.88446639066632,13.027795563443329,0.05399912598899232,5.936919277727774,6.16877727892015,75.7622037282685,-1.0,3.9408597920345327,0.012836499995321958,2.063419409722593,0.7992024223517907,apple watch,Lying
74,75,32,1,182.04383664804058,69.13177683412519,116.21729007444995,79.02021915425313,10.517689038464027,0.025592758343344443,6.153252341052925,6.208458502965425,65.33942169170061,-0.6881129343265523,8.16200110878359,0.10456785979275818,0.0,2.97432102019376,apple watch,Lying
75,76,29,1,161.73533216684385,63.91012476555065,162.07316439733475,81.91805362373253,17.78126960586887,0.12329171749902465,6.156195890597601,5.834970633012753,73.4468536389435,0.8164881943954292,-0.029345936084845814,0.044761240394134955,4.5672982060071075,19.982278799049176,apple watch,Lying
76,77,28,1,176.46927748558707,72.896716841535,75.00186962770557,69.3693292475686,3.839645018694818,0.0645369288301483,6.386715603883541,6.220414413670112,59.75625466006301,-0.0918378832392653,12.861461491912015,0.08757430411691769,0.8563792838254922,4.840390322291296,apple watch,Lying
77,78,25,0,161.85174756614333,62.36774565266082,1.0,77.04816478978347,3.2364645378094856,0.05157234619930301,6.145867595088511,5.889863602644961,73.3913746262959,1.0,-4.665939136732036,0.05304512973207748,12.622355363875744,0.05157234619930301,apple watch,Lying
78,79,20,1,183.0843342424281,83.4735227613094,121.45461949152406,88.06239154315062,0.0562692307692308,0.00044,6.161892646477335,6.033710261842729,78.2575994597106,1.0,0.8669414447424495,-0.01629182393086542,37.958892145522384,0.053440032576270585,apple watch,Lying
79,80,48,1,171.35205470316993,89.5555952246406,733.7182846937309,82.48328426499323,2.9990763999685894,0.2843634907087284,6.358385981262983,5.789118177666892,82.65900430625959,-0.5063542096186546,-0.30558355846972807,0.0049795050254072114,12.166354028345587,208.6426926323299,apple watch,Lying
80,81,48,1,168.04069921444272,90.18418819463815,746.7148852242102,81.15575063641433,0.0562692307692308,0.15692490532480663,6.338028291519466,5.893757382084191,83.11657908699189,-0.9428144093913762,1.4207282442219311,0.05112325294326199,14.309999648112962,117.17816266843303,apple watch,Lying
81,82,22,1,178.92536061416737,92.59967515036483,597.0622096149077,52.073347207798804,2.4463202117235117,0.07432962785939935,5.108273754490518,6.096118472010585,51.6437528137599,0.9700756277798601,2.607358955228444,-0.022780278953137584,4.362015531561245,44.37941184958678,apple watch,Lying
82,83,20,1,178.87005583376495,78.59016886713957,1.0,76.74133534524321,5.65164410093504,0.00940083540896727,6.304445717115835,6.124423223549352,74.74282839235107,-1.0,3.5812713441647497,0.0431360353962592,2.7272052738094974,0.00940083540896727,apple watch,Lying
83,84,24,0,161.46031464905644,43.0,1116.2103639984311,79.5591182824956,0.0562692307692308,0.00044,6.165812629230023,6.201111057244249,78.96539197359557,-0.3827714810924121,5.590997447738275,0.10149963916216995,13.792016708652248,0.49113256015930973,apple watch,Lying
84,85,20,1,181.44143854312532,80.72028404218048,23.628132318902594,89.10624395563954,18.346560790480474,0.00044,6.236955661604932,6.11078549653964,71.44909265183,0.9103984057286161,14.193898402778121,0.15706032332442277,0.0,0.010396378220317143,apple watch,Lying
85,86,37,1,181.61056907299994,115.0,1.0,60.32103535082585,0.1515151513219667,0.07602188285975817,5.8893977445202434,5.847943411720294,52.02679916922096,1.0,3.4880806307607948,0.037935613802235466,40.59489476486038,0.07602188285975817,apple watch,Lying
86,87,46,0,157.53698259143397,69.6513048987386,351.059898027214,109.65445246212772,0.18669775067545413,0.14819993981776136,6.175980822698249,5.620879967220891,80.77649885325783,0.36897888782165406,37.05465867433843,0.3422856251822409,3.656127290474812,52.02705576006255,apple watch,Lying
87,88,18,1,181.7230101103615,86.5724418950779,1.0,77.96924387028686,0.36509232610797665,0.00044,6.15558710756619,5.966151800056702,75.87979995208443,0.8733356271448838,0.5560534643123134,-0.012479103608780153,25.448529586579326,0.00044,apple watch,Lying
88,89,19,1,184.32173228104864,73.36868348133906,86.20293440657284,59.848752706647645,1.962975248917704,0.05490943771783863,6.303966160342905,6.275382137988146,33.951226643118666,-1.0,26.096744126103804,0.15837220957306417,0.42185603527405346,4.733354657892639,apple watch,Lying
89,90,30,1,183.96953992255945,81.08512032168824,317.7152314240026,77.5683041988628,3.631481253422095,0.2181129808519813,5.926460080235552,5.898140541882756,69.97115266102315,-0.5589212526085496,9.223318498700726,0.07712827780468781,7.870246876610881,69.29781618796628,apple watch,Lying
90,91,25,0,157.2084829658521,56.66881253374511,54.751210238687115,106.38482799064873,2.173255897617861,0.08869689775891183,6.038203362816311,6.093276517591132,97.76981135046306,-0.02304544080872738,4.0272630396863995,0.06788674444135336,2.9784445296042157,4.856262496717518,apple watch,Lying
91,92,27,1,174.7470369963493,84.84088860356826,83.57535887840447,62.12339493942661,16.04473980244222,0.001508606871390348,6.258994802491462,6.288056926458705,58.864932563334285,-0.9036587492155305,9.422701094219924,0.12867889557932422,0.9093786605977328,0.12608236068287532,apple watch,Lying
92,93,39,0,172.76403409571705,69.63763809681637,124.35274514748956,79.50480363600809,2.1300491993596946,0.13965328696529225,6.083012663131221,5.966069961236235,76.24824841099577,0.8978546156189204,5.353193643703634,0.03397740820211111,30.739281130606358,17.366269603004213,apple watch,Lying
93,94,23,1,176.00549007548423,94.3604335982248,6.91557459996546,62.03601834974367,15.200555530119976,0.026328684363471966,6.302072746245247,6.252858540820247,56.938337088554704,-1.0,11.84955987934754,0.08502723638843834,0.0,0.1820779808345345,apple watch,Lying
94,95,25,0,161.71654708162765,69.86674593475611,120.5634600211173,84.95517980781173,4.27776190969389,0.08743139850565856,6.099572547075037,5.818227519699506,75.66837371827582,1.0,1.3516428750018734,0.045519110047796615,29.691652594306188,10.54103191832734,apple watch,Lying
95,96,20,1,176.08480914743097,75.01095086947079,55.785535147377196,72.7321183592787,4.654736171068963,0.00044,6.232226108606289,6.244803071733444,75.33434074801426,0.7856005512711848,6.109825211377995,0.03151881134154817,7.013235002431493,0.024545635464845967,apple watch,Lying
96,97,31,0,165.0481493902996,69.17072231700502,131.26167405723646,93.41778991507083,0.0562692307692308,0.20922589243870687,6.150097726485032,5.66713277335506,63.01687478592714,-0.007332123766015386,28.966722839346122,0.33238302430673755,7.948646235186095,27.463340897623958,apple watch,Lying
97,98,25,0,158.68333171110137,65.45100996166941,1.0,79.99525949859037,0.0562692307692308,0.021989773908236802,6.147145818740336,6.017753040643325,96.39056310505971,0.9761520967445332,-21.777339508005234,-0.21440830706524544,6.157264665653697,0.021989773908236802,apple watch,Lying
98,99,32,0,161.31978199613422,61.547709838495074,153.50261594428562,71.8374138685354,18.07643818153868,0.06322660669914307,5.969476302244611,6.116016821813773,74.12309849988337,0.9320863040310211,-0.8759993151699702,-0.016726243930874313,28.83145131732863,9.705449525598954,apple watch,Lying
99,100,39,0,171.88063884004342,68.75097581543889,864.9033057199259,74.43836869214198,4.181426481330866,0.6450934353425283,6.169406102055115,5.835317588284776,74.23192520630822,-0.49901417700022693,4.8879243582040255,-0.029125507859363978,14.028978899395625,557.943444725976,apple watch,Lying
100,101,31,0,171.84571576144674,66.31641046897823,21.27384525350853,88.22426329892818,3.1394228259478574,0.00044,6.1971793037625345,5.722729769446427,66.2635888833302,-0.016042793032172264,21.952509405213405,0.21538694415267087,0.35821277922629136,0.009360491911543754,apple watch,Lying
101,102,37,0,155.9454586456582,56.63767128849424,1.0,81.69710542073854,3.0058649993458113,0.04678153811240499,6.041930598921168,5.934594393360065,65.81118823137452,0.6547307638853765,12.675531844407452,0.14070618582384958,13.587008170056674,0.04678153811240499,apple watch,Lying
102,103,22,1,187.18304608266257,78.55684390888138,1.0,74.93113842238253,3.0141506186244085,0.00044,6.243983650783885,6.314494533717425,43.80122535413356,0.7789700485031145,43.27856903731204,0.2257938833745606,21.327985505297555,0.00044,apple watch,Lying
103,104,23,0,157.23649166717075,64.64568231124254,10.359206981050226,76.81210803788849,0.8566633515973366,0.023502620246052316,6.194881176910962,6.2478321075856105,81.60044465997716,1.0,-1.7107441055316617,-0.029873225957234496,6.514733180239606,0.24346850772587753,apple watch,Lying
104,105,21,1,179.3919048287118,82.34215398436756,60.86299884986201,81.62427230701829,15.356540276680265,0.070119427454031,6.283297141275054,6.22503524517269,77.38077444735355,-0.9825320981196203,18.66651745239333,0.1252209737290194,0.4240675392895938,4.267678632487672,apple watch,Lying
